PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,RESTRIÇÃO HOSPITALAR
MONTELUCASTE DE SÓDIO,1542302230249,UNIAIR,5MG COM MAST CT BL AL/ALX15,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230257,UNIAIR,5MG COM MAST CT BL AL/ALX28,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230265,UNIAIR,5MG COM MAST CT BL AL/ALX30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230273,UNIAIR,5MG COM MAST CT BL AL/ALX56,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230281,UNIAIR,5MG COM MAST CT BL AL/ALX60,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230291,UNIAIR,5MG COM MAST CT BL AL/ALX98,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230303,UNIAIR,5MG COM MAST CT BL AL/ALX100(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1542302230311,UNIAIR,5MG COM MAST CT BL AL/ALX490(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1542302230321,UNIAIR,5MG COM MAST CT BL AL/ALX500(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1017101970048,VIATINE,5 MG COM MAST CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1017101970056,VIATINE,5 MG COM MAST CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1942700310043,ARIA,5 MG COM MAST CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1942700310051,ARIA,5 MG COM MAST CT BL AL/AL X 30 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680111,MONTELUCASTE DE SÓDIO,5 MG COM MAST CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680121,MONTELUCASTE DE SÓDIO,5 MG COM MAST CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050120,MONTELAIR,5 MG COM MAST CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050139,MONTELAIR,5 MG COM MAST CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740119,MONTELUCASTE DE SÓDIO,5 MG COM MAST CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740127,MONTELUCASTE DE SÓDIO,5 MG COM MAST CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1004310680040,PIEMONTE,5 MG COM MAST CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1004310680067,PIEMONTE,5 MG COM MAST CT BL AL/AL X 30 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1004311140057,MONTELUCASTE DE SODIO,5 MG COM MAST CT BL AL /AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1553700460061,MONTY,5 MG COM MAST CT BL AL AL X 3,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1553700460071,MONTY,5 MG COM MAST CT BL AL AL X 7,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1553700460088,MONTY,5 MG COM MAST CT BL AL AL X 14,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1553700460096,MONTY,5 MG COM MAST CT BL AL AL X 28,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1553700460101,MONTY,5 MG COM MAST CT BL AL AL X 100,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1101302740015,LEVOLUKAST,10MG + 5MG COM REV CT FR PLAS OPC X 7  ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1101302740023,LEVOLUKAST,10MG + 5MG COM REV CT FR PLAS OPC X 14,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230338,UNIAIR,10MG COM REV CT BL AL/ALX10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230346,UNIAIR,10MG COM REV CT BL AL/ALX14,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230354,UNIAIR,10MG COM REV CT BL AL/ALX15,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230362,UNIAIR,10MG COM REV CT BL AL/ALX28,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230370,UNIAIR,10MG COM REV CT BL AL/ALX30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230389,UNIAIR,10MG COM REV CT BL AL/ALX56,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230397,UNIAIR,10MG COM REV CT BL AL/ALX60,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1542302230400,UNIAIR,10MG COM REV CT BL AL/ALX98 (EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1542302230419,UNIAIR,10MG COM REV CT BL AL/ALX100(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1542302230427,UNIAIR,10MG COM REV CT BL AL/ALX490(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1542302230435,UNIAIR,10MG COM REV CT BL AL/ALX500(EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Sim
MONTELUCASTE DE SÓDIO,1017101970013,VIATINE,10 MG COM REV CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1017101970031,VIATINE,10 MG COM REV CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1565100350013,MONTELUCASTE SÓDICO,10 MG COM REV CT BL AL AL X 10 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1565100350021,MONTELUCASTE SÓDICO,10 MG COM REV CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1565100410016,ZYLCAS,10 MG COM REV CT BL AL AL X 10 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1565100410024,ZYLCAS,10 MG COM REV CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1832600870019,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1832600870027,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1037006080027,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1037006080043,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680014,MONTELUCASTE DE SÓDIO,10 MG COM REV CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680030,MONTELUCASTE DE SÓDIO,10 MG COM REV CT BL AL AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740011,MONTELUCASTE DE SÓDIO,10 MG COM REV CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740038,MONTELUCASTE DE SÓDIO,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050023,MONTELAIR,10 MG COM REV CT BL AL AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050041,MONTELAIR,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150015,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 7 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150023,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150031,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 14,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150041,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150058,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 60,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150066,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 70 (EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150074,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 100 (EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150082,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 140 (EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003150090,MONTELUCASTE DE SODIO,10 MG COM REV CT BL AL/AL X 300 (EMB HOSP),R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003180011,BRONSECUR,10 MG COM REV CT BL AL/AL X 10 ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003180021,BRONSECUR,10 MG COM REV CT BL AL/AL X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1211003180038,BRONSECUR,10 MG COM REV CT BL AL/AL X 60,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1017101970102,VIATINE,4 MG GRAN OR CT ENV AL / PLAS X 30,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1017101970099,VIATINE,4 MG GRAN OR CT ENV AL / PLAS X 10,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680049,MONTELUCASTE DE SODIO,4 MG GRAN CT 10 SACH X 350 MG,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1121304680057,MONTELUCASTE DE SODIO,4 MG GRAN CT 30 SACH X 350 MG,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050058,MONTELAIR,4 MG GRAN CT 10 SACH X 350 MG ,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304050066,MONTELAIR,4 MG GRAN CT 30 SACH X 350 MG,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740046,MONTELUCASTE DE SÓDIO,4 MG GRAN CT 10 SACH X 350 MG,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MONTELUCASTE DE SÓDIO,1057304740054,MONTELUCASTE DE SÓDIO,4 MG GRAN CT 30 SACH X 350 MG,R03J2 - ANTIASMÁTICOS/DPOC ANTILEUCOTRIENOS SISTÊMICOS,Não
MUCATO DE ISOMETEPTENO,1037004800073,SEDALGINA,30 MG + 300 MG + 30 MG DRG CT BL AL PLAS TRANS X 60,N02C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,Não
MUCATO DE ISOMETEPTENO,1037004800030,SEDALGINA,30 MG + 300 MG + 30 MG DRG CT BL AL PLAST INC X 30,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1057101010061,BESODIN,300MG + 30MG + 30MG DRG CT BL AL PLAS INC X 20,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1057101010051,BESODIN,300MG + 30MG + 30MG DRG CT BL AL PLAS INC X 200 ,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310163,NEOSALDINA,30 MG + 300 MG + 30 MG LT BL AL PLAS INC X 40,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310112,NEOSALDINA,30 MG + 300 MG + 30 MG DRG DISPLAY BL AL PLAS INC X 30,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310139,NEOSALDINA,30 MG + 300 MG + 30 MG LT BL AL PLAS INC X 10 ,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310147,NEOSALDINA,30 MG + 300 MG + 30 MG LT BL AL PLAS INC X 20,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310155,NEOSALDINA,30 MG + 300 MG + 30 MG LT BL AL PLAS INC X 30,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1063902310120,NEOSALDINA,30 MG + 300 MG + 30 MG DRG CT BL AL PLAS INC X 240,N02B0 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS,Não
MUCATO DE ISOMETEPTENO,1044000920050,TENSALDIN,300 MG+ 30 MG+ 30 MG DRG DISPLAY BL AL PLAS INC X 200 (EMB MULT),A03D0 - ASSOCIAÇÕES DE ANTIESPASMÓDICOS COM ANALGÉSICOS,Não
MUPIROCINA,1071501450011,DERMOBAN,20MG/G CREM DERM CT BG AL X 15G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1057701810016,BACTOCIN,20 MG/G CREM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1558403420015,BACTRONEO,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1018105140021,MUPIROCINA,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1010700780117,BACTROBAN,20 MG/G POM DERM CT TB AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1010700780109,BACTROBAN,20 MG/G POM DERM CT TB AL X 10 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1101302280014,SUPIROCIN,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1029802680015,MUPIROCINA,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1029802680023,MUPIROCINA,20 MG/G POM DERM CX 25 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
MUPIROCINA,1029802680031,MUPIROCINA,20 MG/G POM DERM CX 50 BG AL X 15 G (EMB HOSP),D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Sim
MUPIROCINA,1057500570018,BACROCIN,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
MUPIROCINA,1256801570011,MUPIROCINA,20 MG/G POM DERM CT BG AL X 15 G,D06A0 - ANTIBIÓTICOS TÓPICOS E/OU SULFONAMIDAS,Não
NADROPARINA CÁLCICA,1010702650083,FRAXIPARINA,"5700 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0,6ML ",B01B2 - HEPARINAS FRACIONADAS,Não
NADROPARINA CÁLCICA,1010702650032,FRAXIPARINA,"2850 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0,3ML ",B01B2 - HEPARINAS FRACIONADAS,Não
NAPROXENO,1037006210036,NAPROX,250 MG COM CT BL AL PLAS LAR X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1037004460027,NAPROXENO,250 MG COM CT BL AL PLAS LAR X 15,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1705600280021,NAPROSYN,250 MG COM CT BL AL PLAS INC X 15,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1049713640012,NAXOTEC,250 MG COM CT BL AL PLAS INC X 24 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1004704530021,NAPROXENO,250 MG COM CT BL AL PLAS INC X 15 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1004704550121,NAPROFLEN,250 MG COM CT BL AL PLAS INC X 15 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1037006210133,NAPROX,500 MG COM CT BL AL PLAS LAR X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1037004460140,NAPROXENO,500 MG COM CT BL AL PLAS LAR X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1705600280064,NAPROSYN,500 MG COM CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1705600280056,NAPROSYN,500 MG COM CT BL AL PLAS INC X 10,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1121303310043,NAPROXENO,500 MG COM CT BL AL PVC X 20 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1049713640020,NAXOTEC,500 MG COM CT BL AL PLAS INC X 24 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1004704530129,NAPROXENO,500 MG COM CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO,1004704550154,NAPROFLEN,500 MG COM CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1046502430031,NAPRONAX,550 MG COM CT BL AL PLAS INC X 10,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1003301760012,SUMAXPRO,50 MG + 500 MG COM REV CT BL AL AL X 02 ,N02C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,Não
NAPROXENO SÓDICO,1003301760020,SUMAXPRO,85 MG + 500 MG COM REV CT BL AL AL X 02 ,N02C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,Não
NAPROXENO SÓDICO,1705600470025,FLANAX,275 MG COM REV CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1705600470051,FLANAX,275 MG COM REV DISPLAY BL AL PLAS INC X 60,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1705600470084,FLANAX,550 MG COM REV CT BL AL PLAS INC X 10,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1705600470122,FLANAX,550 MG COM REV DISPLAY BL AL PLAS INC X 60,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1046504120021,NAPROXENO SÓDICO,550 MG COM REV CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NAPROXENO SÓDICO,1046504120011,NAPROXENO SÓDICO,550 MG COM REV CT BL AL PLAS INC X 10 ,M01A1 - ANTI-REUMÁTICOS NÃO ESTEROIDAIS PUROS,Não
NATALIZUMABE,1699300020018,TYSABRI,20 MG/ML SOL INJ CT FA VD INC X 15 ML,L04X0 - OUTROS IMUNOSSUPRESSORES,Não
NATEGLINIDA,1006801530029,STARLIX,120 MG COM REV CT BL PVC/PVDC/AL X 24,A10M1 - ANTIDIABÉTICOS GLINIDAS PUROS,Não
NATEGLINIDA,1006801530053,STARLIX,120 MG COM REV CT BL PVC/PVDC/AL X 48,A10M1 - ANTIDIABÉTICOS GLINIDAS PUROS,Não
NATEGLINIDA,1006801530088,STARLIX,120 MG COM REV CT BL PVC/PVDC/AL X 84,A10M1 - ANTIDIABÉTICOS GLINIDAS PUROS,Não
NEPAFENACO,1006811050038,NEVANAC UNO,3 MG/ML SUS OFT CT FR PLAS OPC GOT X 3 ML,S01R0 - ANTIINFLAMATÓRIOS OFTALMOLÓGICOS NÃO ESTEROIDAIS,Não
NEPAFENACO,1006811050021,NEVANAC,1 MG/ML SUS OFT CT FR PLAS TRANS GOT X 5 ML ,S01R0 - ANTIINFLAMATÓRIOS OFTALMOLÓGICOS NÃO ESTEROIDAIS,Não
NESIRITIDA,1123633830012,NATRECOR,"1,5 MG PO LIOF INJ CT FA VD INC ",C01D0 - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CÁLCIO E NITRITOS,Sim
NEVIRAPINA,1036701060014,VIRAMUNE,200 MG COM CT FR PLAS OPC X 60,J05C3 - INIBDORES DA TRANSCRIPTASE REVERSA NÃO NUCLEOSÍDEOS,Sim
NEVIRAPINA,1105000360018,LIFAL - NEVIRAPINA,200 MG COM CT FR PLAS OPC X 60,J05C3 - INIBDORES DA TRANSCRIPTASE REVERSA NÃO NUCLEOSÍDEOS,Não
NEVIRAPINA,1106300630019,FARMANGUINHOS - NEVIRAPINA,200 MG COM CX 35 FR PLAS OPC X 60,J05C3 - INIBDORES DA TRANSCRIPTASE REVERSA NÃO NUCLEOSÍDEOS,Não
NEVIRAPINA,1036701060022,VIRAMUNE,50MG/5ML SUS OR CT FR PLAS OPC X 240ML+SER DOSAD+ ADAPT,J05C3 - INIBDORES DA TRANSCRIPTASE REVERSA NÃO NUCLEOSÍDEOS,Sim
