PRINCÍPIO ATIVO,REGISTRO,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA
DIMETICONA,1134300870023,DIMETICOLIN,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML,GASES
DIMETICONA,1134301330014,DIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML,GASES
DIMETICONA,1134301330030,DIMETICONA,75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP),GASES
DIMETICONA,1046504350017,DIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML ,GASES
DIMETICONA,1057700440088,GASTROFLAT,75 MG/ML EMU OR CT FR PLAS OPC CGT X 10 ML,GASES
DIMETICONA,1121303910016,SIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML ,GASES
DIMETICONA,1275800130022,LUFTCONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1023506660014,DIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1057302510027,FLAGASS,75 MG / ML EMU OR CT FR PLAS OPC GOT X 10 ML,GASES
DIMETICONA,1049702080029,FOR GAS,75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML,GASES
DIMETICONA,1004309360011,DIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1267500880017,DIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1256801370039,SIMETICONA,75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML ,GASES
DIMETICONA,1256801370020,SIMETICONA,75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP),GASES
DIMETICONA,1256801370047,SIMETICONA,75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 15 ML (EMB HOSP) ,GASES
DIMETICONA,1068901320050,FLUCOLIC,75 MG/ML EMUL OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1171700320041,ENTEROFTAL,75 MG / ML SOL OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1071500680021,ANFLAT,75 MG/ML SOL OR GOTAS CT FR PLAS OPC X 10 ML ,GASES
DIMETICONA,1057100890015,FLATICONA,75 MG/ML SUS OR CT FR PLAS OPC GOT X 10 ML,GASES
DIMETICONA,1057100890023,FLATICONA,75 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML,GASES
DIMETICONA,1123633540022,MYLICON,75 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML,GASES
DIMETICONA,1011800440030,FINIGAS,75 MG/ML SUS OR CT 25 FR PLAS OPC CGT X 10 ML,GASES
DIMETICONA,1011800440057,FINIGAS,75 MG/ML SUS OR CT FR PLAS OPC CGT X 10 ML,GASES
DIPIRONA,1057100280041,DIPIGINA,CXS. C/20 COMP.,FEBRE
DIPIRONA,1046503720031,DIPIRONA SÓDICA,1G COM CT BL AL PLAS INC X 10,FEBRE
DIPIRONA,1256800410169,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 4,FEBRE
DIPIRONA,1256800410150,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 10,FEBRE
DIPIRONA,1256800410142,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 20,FEBRE
DIPIRONA,1256800410134,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 80 (EMB MULT) ,FEBRE
DIPIRONA,1256800410126,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT) ,FEBRE
DIPIRONA,1256800410118,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 90 (EMB FRAC),FEBRE
DIPIRONA,1256800410101,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 120 (EMB FRAC) ,FEBRE
DIPIRONA,1256800410096,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 240 (EMB FRAC),FEBRE
DIPIRONA,1256800410088,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 360 (EMB FRAC) ,FEBRE
DIPIRONA,1256800410071,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 300 (EMB HOSP) ,FEBRE
DIPIRONA,1256800410061,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 500 (EMB HOSP) ,FEBRE
DIPIRONA,1256800410053,DIPIRONA SODICA,1000 MG COM CT BL AL PLAS TRANS X 800 (EMB HOSP) ,FEBRE
DIPIRONA,1120800070026,LQFEX DIPIRONA,500 MG CX. C/50 ENV X 10 COMP EMB HOSP,FEBRE
DIPIRONA,1088403240033,IQUEGO - DIPIRONA,500 MG COM CX 50 ENV AL POLIET X 10,FEBRE
DIPIRONA,1130010080094,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 240 (EMB MULT),FEBRE
DIPIRONA,1542300460107,DIPRIN,500 MG COM CT 25 BL AL PLAS INC X 4,FEBRE
DIPIRONA,1542301410014,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 100 (EMB MULT),FEBRE
DIPIRONA,1624100080031,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC),FEBRE
DIPIRONA,1624100080090,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 250,FEBRE
DIPIRONA,1624100080104,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ,FEBRE
DIPIRONA,1624100080112,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 2500,FEBRE
DIPIRONA,1624100080120,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 2500 (EMB FRAC) ,FEBRE
DIPIRONA,1626200020010,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 30,FEBRE
DIPIRONA,1626200020037,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP),FEBRE
DIPIRONA,1626200020029,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP),FEBRE
DIPIRONA,1677302690095,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP),FEBRE
DIPIRONA,1558400540011,DIPIRONA SÓDICA,500 MG COM BL AL PLAS INC X 4,FEBRE
DIPIRONA,1096300350023,DIPIDOR,500 MG COM CT 25 ENV AL PLAS X 4,FEBRE
DIPIRONA,1096300350031,DIPIDOR,500MG COM CT 50 ENV AL PLAS X 10 (EMB HOSP),FEBRE
DIPIRONA,1018104160053,DIPIRONA SÓDICA,500 MG COM CT 24 BL AL PLAS INC X 10,FEBRE
DIPIRONA,1018104160037,DIPIRONA SÓDICA,500 MG COM CT 25 BL AL PLAS INC X 4,FEBRE
DIPIRONA,1018104160029,DIPIRONA SÓDICA,500 MG COM CT 3 BL AL PLAS INC X 10,FEBRE
DIPIRONA,1261400040034,NOVALDIP,500 MG COM CT ENV AL X 100,FEBRE
DIPIRONA,1261400040026,NOVALDIP,500 MG COM CT ENV AL X 200,FEBRE
DIPIRONA,1156000220016,DIFEBRIL,500 MG COM CT STR X 100,FEBRE
DIPIRONA,1156000220083,DIFEBRIL,500 MG COM CT BL AL PLAS TRANS X 100,FEBRE
DIPIRONA,1091700150063,DIPIMED,500 MG COM CT BL AL PLAS INC X 100,FEBRE
DIPIRONA,1091700150071,DIPIMED,500 MG COM CT BL AL PLAS INC X 200,FEBRE
DIPIRONA,1046500720031,TERMOPIRONA,CP 500MG (CX C/25 BL C/4),FEBRE
DIPIRONA,1046503720023,DIPIRONA SÓDICA,CP 500MG DISPLAY (C/25 BL C/4),FEBRE
DIPIRONA,1039201010063,DORALEX,500 MG COM CT ENV AL X 200,FEBRE
DIPIRONA,1201900150032,NOVAGREEN,500MG C/ 100 CPR,FEBRE
DIPIRONA,1071500420038,TERMOPRIN,500 MG COMP CX 50 ENV KRAFT POLIET X 4,FEBRE
DIPIRONA,1058304970031,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 30 ,FEBRE
DIPIRONA,1023505230059,DIPIRONA SÓDICA,500MG 24 BL X 10 COMP,FEBRE
DIPIRONA,1049700030101,ANALGEX C,500 MG COM CX BL AL PLAS INC X 200,FEBRE
DIPIRONA,1036700760292,ANADOR,500 MG COM CT BL AL PLAS INC X 120,FEBRE
DIPIRONA,1036700760306,ANADOR,500 MG COM CT BL AL PLAS INC X 24,FEBRE
DIPIRONA,1036700760284,ANADOR,500 MG COM CT BL AL PLAS INC X 512,FEBRE
DIPIRONA,1036700760268,ANADOR,500 MG COM CT BL AL PLAS INC X 240 (EMB MULT),FEBRE
DIPIRONA,1781700220093,MAGNOPYROL,500 MG COM CT 50 BL AL PLAS AMB X 04,FEBRE
DIPIRONA,1781700220107,MAGNOPYROL,500 MG COM CT 25 BL AL PLAS AMB X 08,FEBRE
DIPIRONA,1781700640068,CONMEL,500 MG COM CT  BL AL PLAS AMB X 100 (25 X 4),FEBRE
DIPIRONA,1781700640076,CONMEL,500 MG COM CT  BL AL PLAS AMB X 40,FEBRE
DIPIRONA,1781700640051,CONMEL,500 MG COM CT  BL AL PLAS AMB X 200 (25 X 8),FEBRE
DIPIRONA,1781700640041,CONMEL,500 MG COM CT  BL AL PLAS AMB X 200 (50 X 4),FEBRE
DIPIRONA,1090600640011,DIPIROTERM,500 MG COM CT 50 BL AL PLAS INC X 4,FEBRE
DIPIRONA,1256800410010,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT),FEBRE
DIPIRONA,1256800410029,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT),FEBRE
DIPIRONA,1256800410045,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 480 (EMB FRAC),FEBRE
DIPIRONA,1781700970033,CAFILISADOR,500 MG + 65 MG COM CT BL AL PLAS AMB X 100,FEBRE
DIPIRONA,1781700970025,CAFILISADOR,500 MG + 65 MG COM CT BL AL PLAS AMB X 16,FEBRE
DIPIRONA,1046503720058,DIPIRONA SÓDICA,1G COM DISP BL AL PLAS INC X 100,FEBRE
DIPIRONA,1558403250020,DIPIRONA SÓDICA,500 MG COM DISP BL AL PLAS INC X 100,FEBRE
DIPIRONA,1781700610029,MIRADOR,500 MG COM BL AL PLAS INC X 150 (EMB MULT),FEBRE
DIPIRONA,1267501090052,DIPIRONA SÓDICA,500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP),FEBRE
DIPIRONA,1558403800012,DORALGINA,30 MG + 300 MG + 30 MG DRG CT BL AL PLAS INC X 20 ,FEBRE
DIPIRONA,1558403800039,DORALGINA,30 MG + 300 MG + 30 MG DRG DISP BL AL PLAS INC X 100 (EMB MULT),FEBRE
DIPIRONA,1057100280025,DIPIGINA,FRS. C/20 ML GOTAS,FEBRE
DIPIRONA,1031100140047,NOVALEX,500 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML,FEBRE
DIPIRONA,1031100140055,NOVALEX,500 MG/ML SOL INJ CX 100 AMP VD AMB X 5 ML,FEBRE
DIPIRONA,1177200230050,DIPIRONA SÓDICA,500 MG/ML SOL INJ CX 200 AMP VD AMB X 2 ML (EMB HOSP),FEBRE
DIPIRONA,1018600120021,SANTIDOR,500 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP),FEBRE
DIPIRONA,1558401710016,DIPIRONA SÓDICA,500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML,FEBRE
DIPIRONA,1108500180048,DIPIFARMA,500 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP),FEBRE
DIPIRONA,1037006300051,ALIVDIP,500 MG/ML SOL INJ CT 120 AMP VD AMB  X 2 ML(EMB HOSP),FEBRE
DIPIRONA,1038700180012,HYNALGIM,500 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP),FEBRE
DIPIRONA,1038700180039,HYNALGIM,500 MG/ML SOL INJ CX 100 AMP VD AMB X 5 ML (EMB HOSP),FEBRE
DIPIRONA,1134301200021,DIPIRONA SÓDICA,500 MG/ ML  SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP),FEBRE
DIPIRONA,1046502620017,DIPIRONA SÓDICA,INJ 500MG/ML (CX C/50 AMP C/2ML),FEBRE
DIPIRONA,1558403800020,DORALGINA,50 MG/ML + 300 MG/ML + 30 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML ,FEBRE
DIPIRONA,1356903670011,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1384100020076,MAXALGINA,50 MG/ML SOL OR CT FR VD AMB X 100 ML,FEBRE
DIPIRONA,1384100020114,MAXALGINA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + SER DOS,FEBRE
DIPIRONA,1130010090049,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1542300460050,DIPRIN,50 MG/ ML SOL OR CT FR VD AMB X 100 ML,FEBRE
DIPIRONA,1542300800013,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1677300350017,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED ,FEBRE
DIPIRONA,1018103960013,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED X 1,FEBRE
DIPIRONA,1057100280056,DIPIGINA,FRS. C/60 ML. SOL. ORAL.,FEBRE
DIPIRONA,1058304960036,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1121303390039,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1023508000011,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1781700220069,MAGNOPYROL,50 MG/ML SOL OR CT FR VD AMB X 100 ML,FEBRE
DIPIRONA,1256800400041,DIPIRONA SÓDICA,50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED,FEBRE
DIPIRONA,1036700760012,ANADOR,500 MG SOL ORAL CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1036700760195,ANADOR,500 MG SOL ORAL CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1088403240017,IQUEGO - DIPIRONA,500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1449300100012,ABERALGINA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1449300100020,ABERALGINA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1449300100039,ABERALGINA,500 MG / ML SOL OR CX 200 FR PLAS OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1384100020025,MAXALGINA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1384100020017,MAXALGINA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1384100020051,MAXALGINA,500 MG/ML SOL OR CT 200 FR PLAS OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1384100020068,MAXALGINA,500 MG/ML SOL OR CT 200 FR PLAS OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1130010090014,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML,FEBRE
DIPIRONA,1130010090022,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML,FEBRE
DIPIRONA,1542300460018,DIPRIN,500 MG/ ML SOL ORAL CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1542300460034,DIPRIN,500 MG/ ML SOL ORAL CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1542300460042,DIPRIN,500 MG/ML SOL OR CT 60 FR PLAS OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1542300890039,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1542300890012,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1624100030018,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1624100030034,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1624100030093,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1624100030077,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1677302600010,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1677302600029,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1558400470011,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1558402800019,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1558402800043,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1096300350015,DIPIDOR,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1096300350041,DIPIDOR,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1096300500025,DIPIRONA SODICA,500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML,FEBRE
DIPIRONA,1096300500017,DIPIRONA SODICA,500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML,FEBRE
DIPIRONA,1096300500033,DIPIRONA SODICA,500 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1096300500041,DIPIRONA SODICA,500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300019,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAST OPC GOT X 10 ML ,FEBRE
DIPIRONA,1108500300078,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAST OPC GOT X 20 ML ,FEBRE
DIPIRONA,1108500300027,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 100 FR PLAST OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300086,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 100 FR PLAST OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300132,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300159,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300140,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 50 FR VD AMB GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1108500300167,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP),FEBRE
DIPIRONA,1018103910016,DIPIRONA SÓDICA,500 MG/ML SOL OR CT C/ 1 FR PLAST OPC GOT X 20 ML,FEBRE
DIPIRONA,1018103910024,DIPIRONA SÓDICA,500 MG/ML SOL OR CT C/ 1 FR PLAST OPC GOT X10 ML,FEBRE
DIPIRONA,1018103910059,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML,FEBRE
DIPIRONA,1018103910067,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ,FEBRE
DIPIRONA,1261400040018,NOVALDIP,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1261400040042,NOVALDIP,500 MG/ML SOL OR CX CT 200 FR PLAS OPC CGT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1037003070098,DIPIRONA SODICA,500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML ,FEBRE
DIPIRONA,1037003070136,DIPIRONA SODICA,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ,FEBRE
DIPIRONA,1037006240131,ALIVDIP,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ,FEBRE
DIPIRONA,1156000220032,DIFEBRIL,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1156000220040,DIFEBRIL,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1091700150055,DIPIMED,500 MG/ML SOL OR CT FR PLAS AMB X 10 ML,FEBRE
DIPIRONA,1091700150047,DIPIMED,500 MG/ML SOL OR CT FR PLAS AMB X 20 ML,FEBRE
DIPIRONA,1091700150081,DIPIMED,500 MG/ML SOL OR CT 300 FR PLAS AMB X 10 ML,FEBRE
DIPIRONA,1091700150101,DIPIMED,500 MG/ML SOL OR CT 200 FR PLAS AMB X 20 ML,FEBRE
DIPIRONA,1057100280017,DIPIGINA,FRS. C/10 ML GOTAS,FEBRE
DIPIRONA,1134301370016,DIPIRONA SÓDICA,500 MG/ ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1134301370032,DIPIRONA SÓDICA,500 MG/ ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1050400210012,LOMDOR,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1046502630012,DIPIRONA SÓDICA,GTS 500MG/ML (FRPL C/10ML),FEBRE
DIPIRONA,1046500720081,TERMOPIRONA,GTS 500MG/ML (DISP C/10 FR C/10ML),FEBRE
DIPIRONA,1046500720021,TERMOPIRONA,GTS 500MG/ML (FRPL C/10ML),FEBRE
DIPIRONA,1046500720146,TERMOPIRONA,GTS 500MG/ML(FRPL C/10ML) LARANJA,FEBRE
DIPIRONA,1046502630047,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1044000200044,APIRON,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1071500420016,TERMOPRIN,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1058304890011,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1058304890021,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1057701850018,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ,FEBRE
DIPIRONA,1057701850026,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ,FEBRE
DIPIRONA,1048100100010,DORFEBRIL,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1048100100023,DORFEBRIL,500 MG/ML  SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1121303390012,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML,FEBRE
DIPIRONA,1121303390020,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML,FEBRE
DIPIRONA,1023504350018,DIPIRONA SÓDICA,GOTAS FR C/10ML,FEBRE
DIPIRONA,1023504350034,DIPIRONA SÓDICA,GOTAS FR C/20ML,FEBRE
DIPIRONA,1781700610045,MIRADOR,500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML,FEBRE
DIPIRONA,1781700610037,MIRADOR,500 MG/ML SOL OR CT FR PLAS OPC X 10 ML,FEBRE
DIPIRONA,1781700220018,MAGNOPYROL,500 MG/ML  SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1781700220034,MAGNOPYROL,500 MG/ML  SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1781700640017,CONMEL,500 MG/ML SOL OR CT FR PLAS OPC X 10 ML,FEBRE
DIPIRONA,1781700640033,CONMEL,500 MG/ML SOL OR CT FR PLAS OPC X 20 ML,FEBRE
DIPIRONA,1004309100028,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1040401070047,DORILAN,SOLUÇÃO GOTAS 20 ML,FEBRE
DIPIRONA,1476100130012,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC  GOT X 10 ML ,FEBRE
DIPIRONA,1476100130039,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML,FEBRE
DIPIRONA,1090600640036,DIPIROTERM,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1090600640028,DIPIROTERM,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1267501000010,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML,FEBRE
DIPIRONA,1267501000037,DIPIRONA SÓDICA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA,1256800400023,DIPIRONA SÓDICA,500MG/ML SOL OR CT FR PLAS OPC GOT X 20ML,FEBRE
DIPIRONA,1256800400031,DIPIRONA SÓDICA,500 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP),FEBRE
DIPIRONA,1781700220042,MAGNOPYROL,300 MG SUP CT STR X 5,FEBRE
DIPIRONA,1091700150098,DIPIMED,500 MG/ML SOL OR CT 100 FR PLAS AMB X 20 ML ,FEBRE
DIPIRONA,1071500420020,TERMOPRIN,"0,05 G/ML XPE FR VD AMB X 100 ML",FEBRE
DIPIRONA MAGNÉSICA,1558401460151,TERMOPIRONA,1G COM CT BL AL PLAS TRANS X 10,FEBRE
DIPIRONA MAGNÉSICA,1558401460176,TERMOPIRONA,1G COM DISP BL AL PLAS TRANS  X 100,FEBRE
DIPIRONA MAGNÉSICA,1558401460036,TERMOPIRONA,500 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML,FEBRE
DIPIRONA MAGNÉSICA,1558401460273,TERMOPIRONA,50 MG/ML SOL OR CT FR PLAS AMB X 100 ML + CP MED ,FEBRE
DIPIRONA MAGNÉSICA,1558401460095,TERMOPIRONA,500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,FEBRE
DIPIRONA MONOIDRATADA,1130000580711,NOVALGINA,1 G COM CT BL AL PLAS TRANSL X 10,FEBRE
DIPIRONA MONOIDRATADA,1130000580760,NOVALGINA,1 G COM CT BL AL PLAS TRANSL X 100 (EMB MÚLTIPLA),FEBRE
DIPIRONA MONOIDRATADA,1130000580795,NOVALGINA,1 G COM CT BL AL PLAS TRANSL X 200 (EMB MÚLTIPLA),FEBRE
